URL de la canción,Título de la canción,Título del álbum,Nombres del artista
https://music.youtube.com/watch?v=n876Zub4Fq8,"Paganini: Violin Concerto No. 1 in D Major, Op. 6, MS. 21 - III. Rondo. Allegro spirituoso",,
https://music.youtube.com/watch?v=IsmFUqLdGCE,Il dolce suono (Lucia di Lammermoor),,
https://music.youtube.com/watch?v=h_ZpVIQbmL0,"Il pinguino (From ""Vamos a matar, compañeros"")",,
https://music.youtube.com/watch?v=7KT9MSgEsFU,"Im Kahlenbergerdörfel, Op. 340 (Version for Orchestra)",,
https://music.youtube.com/watch?v=UwyaL-DECrg,"Images, Série II: No. 3, Poissons d'or",,
https://music.youtube.com/watch?v=u1r_vADkAhw,Implorando,,
https://music.youtube.com/watch?v=-OBrpAhTtcA,In a Little Gypsy Tea Room,,
https://music.youtube.com/watch?v=ILHU6ARuzK4,In This Life of Pain,,
https://music.youtube.com/watch?v=DzHcJqYmUHE,In Transit (2003 Digital Remaster),,
https://music.youtube.com/watch?v=1Ms-FHzni3c,In Transit (Instrumental/2003 Digital Remaster),,
https://music.youtube.com/watch?v=Xi2QtibSSJ4,In Walked Bud,,
https://music.youtube.com/watch?v=krQKmIrk-Kc,In Your Heart,,
https://music.youtube.com/watch?v=qts9wkixuy8,Interlude: Strike Up the Band,,
https://music.youtube.com/watch?v=ekDsInIM6GA,Intermedio,,
https://music.youtube.com/watch?v=K8ABtSMemko,Intermedio 2,,
https://music.youtube.com/watch?v=8SH-0fA6Ss8,INTO EACH LIFE SOME RAIN MUST FALL (Original),,
https://music.youtube.com/watch?v=dkmkSbHhksM,"The Sleeping Beauty, Op. 66: Introduction - 'The Lilac Fairy'",,
https://music.youtube.com/watch?v=uVC7DJ9If_M,"Introduction et rondo capriccioso in A minor, Op. 28",,
https://music.youtube.com/watch?v=srjvW1wO1bg,"Introduction et Variations Brillantes sur le Marche de Gli Arabi nelle Gallie de Pacini, Op. 234",,
https://music.youtube.com/watch?v=pAQccCBbpYs,"Introduction, Variations & Rondo on C.M. von Weber's Hunting Chorus from Euryanthe, Op. 60",,
https://music.youtube.com/watch?v=SR8e4ziubqg,"Introduzione e Rondo brillant in B-Flat Major, Op. 233",,
https://music.youtube.com/watch?v=OMAXTJ5jtHM,"Paganini: Introduzione e Variazioni sul tema Non più mesta da ""La Cenerentola"" di Rossini for...",,
https://music.youtube.com/watch?v=OUSiB2RMlMY,Isn't It A Pity,,
https://music.youtube.com/watch?v=Uns6LqhJrys,"Isn't This a Lovely Day (From ""Top Hat"")",,
https://music.youtube.com/watch?v=iJmc4811hcY,It Hurts (There Must Be a Taste of Murder in It),,
https://music.youtube.com/watch?v=9OMJcpagrFI,"It Only Happens When I Dance with You (from ""Easter Parade"")",,
https://music.youtube.com/watch?v=GXrJVloID8k,It's All over Now Baby Blue,,
https://music.youtube.com/watch?v=MCZbjClHc18,It's Been A Long Time,,
https://music.youtube.com/watch?v=iP0tHmoc1rs,"It's Been a Long, Long Time",,
https://music.youtube.com/watch?v=bAPyB9I28W4,It's Foxy,,
https://music.youtube.com/watch?v=o4pBipNNhdw,It's Like That,,
https://music.youtube.com/watch?v=C7yCVPvlFAM,It's My Turn Now,,
https://music.youtube.com/watch?v=Iam0V994jBA,It's Rocking Time (with Tommy McCook & The Supersonics),,
https://music.youtube.com/watch?v=qvWs2R13lJE,It's Too Late,,
https://music.youtube.com/watch?v=RHd7YLChKBA,It's Wonderful,,
https://music.youtube.com/watch?v=WH-lHjbQzkU,Izu Amanatsu Nattou Uri,,
https://music.youtube.com/watch?v=vCP4nUlQleY,Jah Light,,
https://music.youtube.com/watch?v=fAYuH3vGU94,Jam-Master Jay,,
https://music.youtube.com/watch?v=eMzo6c9iPBo,Jamaica A Little Miami,,
https://music.youtube.com/watch?v=z16MQjGDzp0,Jay's Game,,
https://music.youtube.com/watch?v=VLC9oJBHxkI,Jeux D'Eau,,
https://music.youtube.com/watch?v=4PxQknfr5Ew,"Jubel Csárdás, Op. 48",,
https://music.youtube.com/watch?v=CLSWC6YbbKc,Junto al Rio,,
https://music.youtube.com/watch?v=5iGcUhV3rKw,Just a Little Bit of Loving,,
https://music.youtube.com/watch?v=9w-5_nkv8Qo,Just A Simple Melody,,
https://music.youtube.com/watch?v=GGjzTOai35E,Just Another Rhumba,,
https://music.youtube.com/watch?v=S6QQ0_6i2jo,Just for Marty,,
https://music.youtube.com/watch?v=TAIJTm3tKX0,Kannazuki Ni Dakarete,,
https://music.youtube.com/watch?v=x46eGbMky-4,Keep It Together,,
https://music.youtube.com/watch?v=w_o7zCPHATs,"Klapperstorch, Op. 149 (Version for Orchestra)",,
https://music.youtube.com/watch?v=A-4B8CjVK9k,Bizet - L'Arlesienne Suite No. 1: L' Arlesienne: Minuetto,,
https://music.youtube.com/watch?v=51DiTGeCLNM,L'ali d'amore: Ah se perdo il caro bene,,
https://music.youtube.com/watch?v=V_VHIm9a3_4,L'ali d'amore: Da cento affanni e cento,,
https://music.youtube.com/watch?v=oumwSY_lPWs,L'ali d'amore: Del mio core i dolce affetti,,
https://music.youtube.com/watch?v=xGyBzU_5368,"L'arena (From ""Il mercenario - A Professional Gun / The Mercenary"")",,
https://music.youtube.com/watch?v=09BJyzWUesw,L'aventurier,,
https://music.youtube.com/watch?v=noX3A2FV1Z0,"L'Enfantillage (Zäpperl Polka) , Op. 202",,
https://music.youtube.com/watch?v=Ykef2lBCugg,"L'eroe cinese: Calma, bella Lisinga",,
https://music.youtube.com/watch?v=e7CZgWHxBPA,L'eroe cinese: Porgi o caro,,
https://music.youtube.com/watch?v=WyqjRT2cT5Y,La Adelita,,
https://music.youtube.com/watch?v=3VzVEHhcd0U,La Boca,,
https://music.youtube.com/watch?v=RJkvLboVlDw,La Comparsa (Remastered),,
https://music.youtube.com/watch?v=HOY6q7NucmM,La condanna,,
https://music.youtube.com/watch?v=3vpdzY_dQSU,La corrida,,
https://music.youtube.com/watch?v=mBou27s0KRo,La Cucaracha,,
https://music.youtube.com/watch?v=oXCMIOuDo0U,La Distancia Es Como el Viento (Remastered),,
https://music.youtube.com/watch?v=Vbc97jtWCE4,La Farra,,
https://music.youtube.com/watch?v=O8Yf6cThdfs,La Fiesta de los Ratones,,
https://music.youtube.com/watch?v=o2Tz1yV48NQ,La Foule,,
https://music.youtube.com/watch?v=7AUZckH333g,La Habanera (Remastered),,
https://music.youtube.com/watch?v=J9F-QgDT6_8,La Hora Del Carnaval,,
https://music.youtube.com/watch?v=3F9BcAAB_IU,La Idea,,
https://music.youtube.com/watch?v=ydnZYvtDd-w,La Malagueña,,
https://music.youtube.com/watch?v=WksgOVSHLgI,"La messicana (From ""Vamos a matar, compañeros"")",,
https://music.youtube.com/watch?v=NXQQ3Zfm23E,La Mujer Que Yo Quiero,,
https://music.youtube.com/watch?v=1bYwfDaJFRA,La Nuit et l'Amour: Interlude de l'ode symphonique - Ludus pro Patria,,
https://music.youtube.com/watch?v=clE-hvcmsyY,La Paloma (Orch. Gamley),,
https://music.youtube.com/watch?v=U6JTlzmPD7s,La Pastora,,
https://music.youtube.com/watch?v=viowniU1kfA,"La Perle de Brésil, Op. 159 (Version for Orchestra)",,
https://music.youtube.com/watch?v=i9CecK6GOnY,La Plus Belle Africane,,
https://music.youtube.com/watch?v=dDkrnNpdRKY,"Paganini: La Primavera - Sonata for Violin and Orchestra in A Major, MS. 73",,
https://music.youtube.com/watch?v=QBZVF-v94Ck,La resa,,
https://music.youtube.com/watch?v=cDksmbqEuzw,La resa dei conti,,
https://music.youtube.com/watch?v=6qrwe3yhiWk,La resa dei conti (La caccia),,
https://music.youtube.com/watch?v=tpFreNU5Veg,La resa dei conti (Mariachi),,
https://music.youtube.com/watch?v=Qt5pxkmMGYs,La resa dei conti (Rosita),,
https://music.youtube.com/watch?v=2NzdKc4HllE,La resa dei conti (Seconda caccia),,
https://music.youtube.com/watch?v=JWzr7YkyQMQ,La resa dei conti (Square dance nuziale),,
https://music.youtube.com/watch?v=91XPpIyXJ6o,La resa dei conti (Titoli ripresa),,
https://music.youtube.com/watch?v=lWZ9JppuSxI,La Ronda del Amor,,
https://music.youtube.com/watch?v=slgezcessuk,"La vedova (Il ranch) , pt. 1",,
https://music.youtube.com/watch?v=6pj2BjDNrBQ,"La vedova (Il ranch) , pt. 2",,
https://music.youtube.com/watch?v=Ce60Iz7BfOw,La vie en rose (Remastered),,
https://music.youtube.com/watch?v=ICEQo5JNsMM,La Vie en Rose,,
https://music.youtube.com/watch?v=4R0N48wmdA8,Lamma Bada,,
https://music.youtube.com/watch?v=nOANA8ctWXs,Land of the Gay Caballero,,
https://music.youtube.com/watch?v=Tc1Ijz80UVU,Larga,,
https://music.youtube.com/watch?v=rAjYkUFPrFU,Paganini: Sei sonate M.S. 27 (op.3) per violino e chitarra / Sonata n.1 - In A Major - Larghetto,,
https://music.youtube.com/watch?v=JaKTnzfCOGQ,Larregla: ¡Viva Navarra!,,
https://music.youtube.com/watch?v=TKO542M9lNI,Las Alegres Comadres de Windsor: Obertura,,
https://music.youtube.com/watch?v=qAp2BOXm3F4,Las Chancleteras,,
https://music.youtube.com/watch?v=SSc98EY08Jc,Las Chicanas,,
https://music.youtube.com/watch?v=f2ktCsSVb94,Las Hijas del Zebedeo: Carceleras,,
https://music.youtube.com/watch?v=i4SbA1jG3YE,Las Malas Compañias,,
https://music.youtube.com/watch?v=NHoLPUp1L2g,Las Manos Quietas (Versión Extendida),,
https://music.youtube.com/watch?v=m8R-yKXQ8h8,Las Manos Quietas (Versión Extendida),,
https://music.youtube.com/watch?v=vp6seQplE-k,Le Premier Mars,,
https://music.youtube.com/watch?v=CeQSL5vZPsc,"Paganini: Le Streghe, Op. 8, MS. 19",,
https://music.youtube.com/watch?v=1ciAmuVc2fw,"Le Zephyr, Nocturne",,
https://music.youtube.com/watch?v=Qla_SjfkZHU,"Lenz-Blüthen, Walzer, Op. 118",,
https://music.youtube.com/watch?v=hmHrWCcYjko,"Leopoldstädter Ländler, Op. 35",,
https://music.youtube.com/watch?v=itGzQb-Rc8k,Les Yeux Noirs,,
https://music.youtube.com/watch?v=Dk74vOpyl3E,Let Me Rock You Now,,
https://music.youtube.com/watch?v=lRcXC_9qcj0,"Les patineurs, Op. 183 ""Skater's Waltz"": Let Patineurs, Op. 183",,
https://music.youtube.com/watch?v=1vMu9fFXBPA,Let True Love Begin,,
https://music.youtube.com/watch?v=tKwbkJqlQtw,"Let Yourself Go (From ""Follow the Fleet"")",,
https://music.youtube.com/watch?v=4sOhTWQzZio,Let's Call a Heart a Heart,,
https://music.youtube.com/watch?v=BhfBe6TyUL8,Let's Call the Whole Thing Off,,
https://music.youtube.com/watch?v=3D0XW35a4Hk,Let's Call The Whole Thing Off,,
https://music.youtube.com/watch?v=LC9SCxup690,Let's Call The Whole Thing Off (1959 Mono Version),,
https://music.youtube.com/watch?v=O6U8xtP3dl4,Let's Face the Music and Dance,,
https://music.youtube.com/watch?v=h86SOMEQ5Zw,Let's Kiss And Make Up,,
https://music.youtube.com/watch?v=dsTc38GUUUs,Let's Spill the Beans,,
https://music.youtube.com/watch?v=I3WOLAAgtZE,Lets Live in Love,,
https://music.youtube.com/watch?v=W-DKyTrnVuo,Lets Misbehave,,
https://music.youtube.com/watch?v=rfMf8ZSeGMg,"Libertà (From ""Il Mercenario - A Professional Gun / The Mercenary"")",,
https://music.youtube.com/watch?v=j93Dy-ym_KY,"Libeslieder-Walzer, Op. 114",,
https://music.youtube.com/watch?v=9qdfJKt8I64,License to Kill,,
https://music.youtube.com/watch?v=bHGuq5kHxWs,Kreisler - Liebesfreud: Liebesfreud,,
https://music.youtube.com/watch?v=qnbZhJcGzck,3 Old Viennese Dances: Liebesleid,,
https://music.youtube.com/watch?v=zoIgZjQLMMA,Like Christ,,
https://music.youtube.com/watch?v=Z9tX0Ln_wjs,"12 Songs, Op. 21 (version for piano) : Lilacs",,
https://music.youtube.com/watch?v=RjWej8fOdR8,Listening Wind (2005 Remaster),,
https://music.youtube.com/watch?v=11jQ4dSYUnk,"Liszt: Danza sacra e duetto finale d'Aida, S. 436",,
https://music.youtube.com/watch?v=TN-mpksHL8w,"Liszt, Verdi: Don Carlo: Coro di festa e Marcia funebre: Concert Paraphrase, S.435",,
https://music.youtube.com/watch?v=7COchn_j6jM,"Liszt, Verdi: Ernani: Concert Paraphrase, S.432",,
https://music.youtube.com/watch?v=V27Knh2rUMo,"Liszt, Verdi: I Lombardi: Salve Maria: Concert Paraphrase, S.431",,
https://music.youtube.com/watch?v=UKkRiBRo_Ss,"Liszt, Verdi: Il Trovatore: Miserere, Concert Paraphrase S.433",,
https://music.youtube.com/watch?v=e5gAbjO9_Bw,"Liszt, Verdi: Réminiscences de Simone Boccanegra, S.438 after Verdi's opera",,
https://music.youtube.com/watch?v=W-MgRH7eJUU,"Liszt, Wagner: Ballade From The Flying Dutchman, S.441",,
https://music.youtube.com/watch?v=XMd_qyV8R5g,"Liszt, Wagner: Elsa's Dream And Lohengrin's Rebuke, S. 446, No. 2",,
https://music.youtube.com/watch?v=3_bvxHzOeMc,"Liszt, Wagner: Entry Of The Guests On The Wartburg, S. 445 No. 1",,
https://music.youtube.com/watch?v=U4FHb86cJY8,"Liszt, Wagner: Fantasy On Themes From Rienzi, S.439",,
https://music.youtube.com/watch?v=_gE5D1Md1vk,"Liszt, Wagner: Isoldes Liebestod, S.447",,
https://music.youtube.com/watch?v=SvHHaLAd6Zw,"Liszt, Wagner: Spinning Song From Der fliegende Holländer, S.440",,
https://music.youtube.com/watch?v=1Wb8UELp0wY,"Liszt: ""Es muss ein Wunderbares sein"" S.314",,
https://music.youtube.com/watch?v=KuK9m-7R7kA,"Liszt: ""Es muss ein Wunderbares sein"" S.314",,
https://music.youtube.com/watch?v=75gBpWbBMuA,"Liszt: ""Ihr Glocken von Marling"" S.328",,
https://music.youtube.com/watch?v=lk068w-PlKo,"Liszt: ""Ihr Glocken von Marling"" S.328",,
https://music.youtube.com/watch?v=khT1zRJ-hCM,"Liszt: ""J'ai perdu ma force et ma vie"" S.327 Tristesse",,
https://music.youtube.com/watch?v=Byvkvj06dD4,"Liszt: ""Oh, quand je dors"" S 282",,
https://music.youtube.com/watch?v=F_GWkMsEwLY,"Liszt: ""Vergiftet sind meine Lieder"" S.289",,
https://music.youtube.com/watch?v=12qBr7RoC74,"Liszt: 12 Etudes d'exécution transcendante, S. 139 - No. 8, Wilde Jagd",,
https://music.youtube.com/watch?v=kTG0s1mBMMg,"Liszt: 12 Etudes d'exécution transcendante, S. 139 - No. 1, Prélude (Presto)",,
https://music.youtube.com/watch?v=jdGTmxBaQpw,"Liszt: 12 Etudes d'exécution transcendante, S. 139 - No. 10, Allegro agitato molto",,
https://music.youtube.com/watch?v=B85s42tvXZE,"Liszt: 12 Etudes d'exécution transcendante, S. 139 - No. 11, Harmonies du soir (Andantino)",,
https://music.youtube.com/watch?v=lj_E6vWoB4M,"Liszt: 12 Etudes d'exécution transcendante, S. 139 - No. 12, Chasse neige (Andante con moto)",,
https://music.youtube.com/watch?v=MubmKRSBibk,"Liszt: 12 Etudes d'exécution transcendante, S. 139 - No. 2, Molto vivace",,
https://music.youtube.com/watch?v=YvF_2u8aUUk,"Liszt: 12 Etudes d'exécution transcendante, S. 139 - No. 3, Paysage (Poco adagio)",,
https://music.youtube.com/watch?v=p-080kAB9d4,"Liszt: 12 Etudes d'exécution transcendante, S. 139 - No. 4, Mazeppa (Presto)",,
https://music.youtube.com/watch?v=TxF1TrlTZKc,"Liszt: 12 Etudes d'exécution transcendante, S. 139 - No. 5, Feux follets (Allegretto)",,
https://music.youtube.com/watch?v=2hPZfqgnZE8,"Liszt: 12 Etudes d'exécution transcendante, S. 139 - No. 6, Vision (Lento)",,
https://music.youtube.com/watch?v=QN-nlexKaaA,"Liszt: 12 Etudes d'exécution transcendante, S. 139 - No. 7, Eroica (Allegro)",,
https://music.youtube.com/watch?v=glU1pHWgliQ,"Liszt: 12 Etudes d'exécution transcendante, S. 139 - No. 9, Ricordanza (Andantino)",,
https://music.youtube.com/watch?v=X4p4eKtDEHI,"Liszt: 2 Etudes de concert, S. 145 - No. 2, Gnomenreigen",,
https://music.youtube.com/watch?v=k8o-Xm-R38g,"Liszt: 2 Etudes de Concert, S.145 - No. 1 Waldesrauschen",,
https://music.youtube.com/watch?v=doqW_Y3ahps,"Liszt: 3 Etudes de concert, S. 144 - No. 3, Un sospiro",,
https://music.youtube.com/watch?v=BM-KzQcH_ug,"Liszt: 3 Etudes de Concert, S.144 - No. 1 in A flat ""Il lamento"" (A capriccio - Allegro cantabile)",,
https://music.youtube.com/watch?v=k-ztZEEQu1Q,"Liszt: 3 Etudes de Concert, S.144 - No. 2 in F minor ""La leggierezza"" (A capriccio - Quasi...",,
https://music.youtube.com/watch?v=BXFrvJX_5sI,"Liszt: 6 Etudes d'exécution transcendante d'après Paganini, S.140 - 1. Trémolo",,
https://music.youtube.com/watch?v=ZgMhG8OB6jE,"Liszt: 6 Etudes d'exécution transcendante d'après Paganini, S.140 - 2. Octaves",,
https://music.youtube.com/watch?v=GfasBJqezHE,"Liszt: 6 Etudes d'exécution transcendante d'après Paganini, S.140 - 3. La Campanella",,
https://music.youtube.com/watch?v=lnzBVLMBeRo,"Liszt: 6 Etudes d'exécution transcendante d'après Paganini, S.140 - 4. Arpeggio",,
https://music.youtube.com/watch?v=EFjcDLyz7Dk,"Liszt: 6 Etudes d'exécution transcendante d'après Paganini, S.140 - 5. La Chasse",,
https://music.youtube.com/watch?v=BdknDbqAhtQ,"Liszt: 6 Etudes d'exécution transcendante d'après Paganini, S.140 - 6. Thème et variations",,
https://music.youtube.com/watch?v=ckM86VIeI_E,"Liszt: A Dante Symphony, S.109 - - Magnificat",,
https://music.youtube.com/watch?v=9oQVdOb7zJ4,"Liszt: A Dante Symphony, S.109 - 1. Inferno",,
https://music.youtube.com/watch?v=1T--hwQSlmM,"Liszt: A Dante Symphony, S.109 - 2. Purgatorio",,
https://music.youtube.com/watch?v=GNZcIM_y9Jo,"Liszt: A Faust Symphony, S.108 - 1. Faust (Live)",,
https://music.youtube.com/watch?v=_A_oIh27ImQ,"Liszt: A Faust Symphony, S.108 - 2. Gretchen (Live)",,
https://music.youtube.com/watch?v=qF1oitUlkK0,"Liszt: A Faust Symphony, S.108 - 3a. Mephistopheles (Live)",,
https://music.youtube.com/watch?v=itByiAwoOLc,"Liszt: A Faust Symphony, S.108 - Final Chorus ""Alles Vergängliche ist nur ein Gleichnis"" (Live)",,
https://music.youtube.com/watch?v=vSQ6L1-LIbI,Liszt: Anfangs wollt' ich fast verzagen S.311,,
https://music.youtube.com/watch?v=s6zzGCqxqaI,Liszt: Angiolin dal bionda crin S.269,,
https://music.youtube.com/watch?v=o__8RFBUk6A,"Liszt: Années de pèlerinage II, S. 161 - I. Sposalizio",,
https://music.youtube.com/watch?v=1-L9hIxE4a0,"Liszt: Années de pèlerinage II, S. 161 - II. Il Penseroso",,
https://music.youtube.com/watch?v=yoT37CMg-ZM,"Liszt: Années de pèlerinage II, S. 161 - III. Canzonetta del Salvator Rosa",,
https://music.youtube.com/watch?v=1Rc38t1_380,"Liszt: Années de pèlerinage II, S. 161 - IV. Sonetto 47 del Petrarca",,
https://music.youtube.com/watch?v=-p8lHFoZles,"Liszt: Années de pèlerinage II, S. 161 - V. Sonetto 104 del Petrarca",,
https://music.youtube.com/watch?v=AXIUSt07b5w,"Liszt: Années de pèlerinage II, S. 161 - VI. Sonetto 123 del Petrarca",,
https://music.youtube.com/watch?v=GxekR1bqbpQ,"Liszt: Années de pèlerinage II, S. 161 - VII. Après une lecture du Dante (Fantasia quasi Sonata)",,
https://music.youtube.com/watch?v=M_uSvooLUgA,"Liszt: Années de pèlerinage I, S. 160 - II. Au lac de Wallenstadt",,
https://music.youtube.com/watch?v=DveALz7GRtw,"Liszt: Années de pèlerinage I, S. 160 - I. La chapelle de Guilaume Tell",,
https://music.youtube.com/watch?v=9ZDWuarwowk,"Liszt: Années de pèlerinage I, S. 160 - III. Pastorale",,
https://music.youtube.com/watch?v=C0oym6mOktc,"Liszt: Années de pèlerinage I, S. 160 - IV. Au bord d'une source",,
https://music.youtube.com/watch?v=ZImg5EZe9lg,"Liszt: Années de pèlerinage I, S. 160 - V. Orage",,
https://music.youtube.com/watch?v=hprGe5KKdW4,"Liszt: Années de pèlerinage I, S. 160 - VI. Vallée d'Obermann",,
https://music.youtube.com/watch?v=d7i468cnRW4,"Liszt: Années de pèlerinage I, S. 160 - VII. Eglogue",,
https://music.youtube.com/watch?v=OUZLRANEjik,"Liszt: Années de pèlerinage I, S. 160 - VIII. Le mal du pays",,
https://music.youtube.com/watch?v=tM_PsJb6UwU,"Liszt: Années de pèlerinage I, S. 160 - IX. Les cloches de Genève",,
https://music.youtube.com/watch?v=Jw8h79Sye6o,"Liszt: Années de pèlerinage III, S. 163 - I. Angelus (Prière aux anges gardiens)",,
https://music.youtube.com/watch?v=hSEagNMNBOo,"Liszt: Années de pèlerinage III, S. 163 - 2. Aux cyprès de la Villa d'Este No. 1 (Thrénodie)",,
https://music.youtube.com/watch?v=uw3M8kyrKRU,"Liszt: Années de pèlerinage III, S. 163 - 3. Aux cyprès de la Villa d'Este No. 2 (Thrénodie)",,
https://music.youtube.com/watch?v=B3ZsIMBlMgw,"Liszt: Années de pèlerinage III, S. 163 - VI. Les jeux d'eau à la Villa d'Este",,
https://music.youtube.com/watch?v=JVVD_HmRl4M,"Liszt: Années de pèlerinage III, S. 163 - V. Sunt lacrimae rerum (En mode hongrois)",,
https://music.youtube.com/watch?v=GNtRI02sbwg,"Liszt: Années de pèlerinage III, S. 163 - VI. Marche funèbre (En mémoire de Maximilien I)",,
https://music.youtube.com/watch?v=DG_zkPlBNlw,"Liszt: Années de pèlerinage III, S. 163 - VII. Sursum corda (Erhebet eure Herzen)",,
https://music.youtube.com/watch?v=LLfOCAlgWMs,"Liszt: Auf dem Wasser zu singen, S.558 No. 2 (after Schubert, D.774)",,
https://music.youtube.com/watch?v=ym07v2lPkzU,"Liszt: Aufenthalt, S.560 (after Schubert, D.957)",,
https://music.youtube.com/watch?v=JXWHGLDahDk,Liszt: Ave Maria,,
https://music.youtube.com/watch?v=GgrV0MDi2cQ,Liszt: Blume und Duft (Hebbel),,
https://music.youtube.com/watch?v=PR1OdrhWeG8,"Liszt: Blume und Duft, S.234",,
https://music.youtube.com/watch?v=KyOuKtn6oRI,"Liszt: Cantique au soleil pour baryton, choeur et orchestre",,
https://music.youtube.com/watch?v=qSPcBsRqQ24,"Liszt: Ce qu'on entend sur la montagne, symphonic poem No. 1, S.95 (after Victor Hugo)",,
https://music.youtube.com/watch?v=selnRj0dsVA,"Liszt: Comment, disaient-ils S 276",,
https://music.youtube.com/watch?v=RiPfpHGXgnc,"Liszt: Comment, disaient-ils, S.276",,
https://music.youtube.com/watch?v=3d6Wi_7-v0o,"Liszt: Concert Paraphrase on Rigoletto, S. 434 (After Verdi Opera)",,
https://music.youtube.com/watch?v=Uiwp3ajWAtg,Liszt: Concerto Pathétique in E minor - 1. Allegro,,
https://music.youtube.com/watch?v=nlTt00hjZQE,Liszt: Concerto Pathétique in E minor - 2. Andante sostenuto,,
https://music.youtube.com/watch?v=3pcRYXCajqI,Liszt: Concerto Pathétique in E minor - 3. Allegro,,
https://music.youtube.com/watch?v=61x0uKjYnRY,"Liszt: 6 Consolations, S. 172 - No. 3 in D-Flat Major. Lento placido",,
https://music.youtube.com/watch?v=UGgWQl90GPA,"Liszt: Consolation No. 1, Andante con moto, S.172, No. 1",,
https://music.youtube.com/watch?v=TzZ7s_1hsCk,"Liszt: Consolation No. 2, S.172 No. 2",,
https://music.youtube.com/watch?v=WymGrH9pRhI,"Liszt: Consolation No. 4, Quasi Adagio",,
https://music.youtube.com/watch?v=FntaPrNMkIM,"Liszt: Consolation No. 5, Andantino",,
https://music.youtube.com/watch?v=7uUw7Gj74dg,"Liszt: Consolation No. 6, S.172 No. 6",,
https://music.youtube.com/watch?v=3gupFhJGxYw,"Liszt: Das Wandern, S.565 No. 1 (after Schubert, D.795)",,
https://music.youtube.com/watch?v=s2wlfrDtBY0,Liszt: Der du von dem Himmel bist S.279,,
https://music.youtube.com/watch?v=mdy2uzMkkzw,"Liszt: Der du von dem Himmel bist, S.279/1",,
https://music.youtube.com/watch?v=KliwkZsEAiA,"Liszt: Der Lindenbaum, S.561 No. 7 (after Schubert, D.911)",,
https://music.youtube.com/watch?v=AJwOe3jphB4,"Liszt: Der Müller und der Bach, S.565 No. 2 (after Schubert, D.795)",,
https://music.youtube.com/watch?v=oUEMTfJ7XQg,"Liszt: Der traurige Mönch, S. 348",,
https://music.youtube.com/watch?v=SCblsBBqjSM,Liszt: Des Tages laute Stimmen schweigen S.337,,
https://music.youtube.com/watch?v=TbH8GAXKqVY,Liszt: Die drei Zigeuner S.320,,
https://music.youtube.com/watch?v=Ol9FDgoX874,"Liszt: Die drei Zigeuner, S.320",,
https://music.youtube.com/watch?v=BT-HQpSd9cM,"Liszt: Die Fischerstochter, S. 325 (1871) - Die Fischerstochter sitzt am Strand",,
https://music.youtube.com/watch?v=9-f-T4HjHU4,"Liszt: Die Forelle, S. 564 (after Schubert, D. 550)",,
https://music.youtube.com/watch?v=cBmKkm6J7oM,"Liszt: Die Ideale, symphonic poem No. 12, S. 106 (after Schiller)",,
https://music.youtube.com/watch?v=BDpMY2zASzU,Liszt: Die Legende von der Heiligen Elisabeth / 1. Ankunft der Elisabeth auf Wartburg -...,,
https://music.youtube.com/watch?v=1SDNdzv8aLA,Liszt: Die Legende von der Heiligen Elisabeth / 1. Ankunft der Elisabeth auf Wartburg -...,,
https://music.youtube.com/watch?v=mIr34dFH_FA,Liszt: Die Legende von der Heiligen Elisabeth / 1. Ankunft der Elisabeth auf Wartburg - So leg'...,,
https://music.youtube.com/watch?v=OQHRjXJahfY,Liszt: Die Legende von der Heiligen Elisabeth / 1. Ankunft der Elisabeth auf Wartburg - Was...,,
https://music.youtube.com/watch?v=-jt9w2fAdyA,Liszt: Die Legende von der Heiligen Elisabeth / 1. Ankunft der Elisabeth auf Wartburg -...,,
https://music.youtube.com/watch?v=TojfzrJyVOQ,Liszt: Die Legende von der Heiligen Elisabeth / 1. Ankunft der Elisabeth auf Wartburg -...,,
https://music.youtube.com/watch?v=Zg3HM52lMVg,Liszt: Die Legende von der Heiligen Elisabeth / 2. Landgraf Ludwig - Aus dem Nebel der Täler...,,
https://music.youtube.com/watch?v=qYlPnTjm9N4,"Liszt: Die Legende von der Heiligen Elisabeth / 2. Landgraf Ludwig - Doch sieh, was schimmert...",,
https://music.youtube.com/watch?v=RQ_9LDeP3Ss,"Liszt: Die Legende von der Heiligen Elisabeth / 2. Landgraf Ludwig - Ein Wunder! Ja, ich will...",,
https://music.youtube.com/watch?v=p36RwiTdHh4,"Liszt: Die Legende von der Heiligen Elisabeth / 2. Landgraf Ludwig - Was seh' ich, Rosen!",,
https://music.youtube.com/watch?v=EZZVuIGEw3Q,"Liszt: Die Legende von der Heiligen Elisabeth / 3. Die Kreuzritter - Ins heil'ge land, ins...",,
https://music.youtube.com/watch?v=Rr52bysUKCQ,"Liszt: Die Legende von der Heiligen Elisabeth / 3. Die Kreuzritter - Ins heil'ge Land, ins...",,
https://music.youtube.com/watch?v=C31hLPG_BGc,Liszt: Die Legende von der Heiligen Elisabeth / 3. Die Kreuzritter - Versammelt hab' ich meine...,,
https://music.youtube.com/watch?v=DWF7Cg9-dDE,Liszt: Die Legende von der Heiligen Elisabeth / 4. Landgräfin Sophie - Die Pforte schloß sich...,,
https://music.youtube.com/watch?v=hpz0YhZjQkw,Liszt: Die Legende von der Heiligen Elisabeth / 4. Landgräfin Sophie - Entschieden ist Dein Los...,,
